@relation luxembourg-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 {0,1}
@attribute att7 {0,1}
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 {0,1}
@attribute att19 {0,1}
@attribute att20 {0,1}
@attribute att21 {0,1}
@attribute att22 {0,1}
@attribute att23 {0,1}
@attribute att24 {0,1}
@attribute att25 {0,1}
@attribute att26 {0,1}
@attribute att27 {0,1}
@attribute att28 {0,1}
@attribute att29 {0,1}
@attribute att30 {0,1}
@attribute att31 numeric
@attribute class {0,1}

@data
0.42857,0.14286,0.33333,0.2,0.0,0,1,0.9,0.83333,0.0,1.0,0.0,0.75,0.0,0.506332,0.076922,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.009769,0
0.71429,0.14286,0.66667,0.0,0.0,1,1,0.8,0.83333,0.25,1.0,0.0,1.0,0.285717,0.379744,0.015384,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010726,1
0.85714,0.28571,0.66667,0.4,0.3,1,1,0.7,0.66667,0.25,0.16667,0.0,1.0,0.428584,0.721519,0.015384,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.010726,1
0.85714,0.42857,0.33333,0.3,0.2,1,1,0.5,0.33333,0.75,0.0,0.0,1.0,0.0,0.354427,0.076922,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010726,0
1.0,1.0,0.33333,0.5,0.5,1,1,0.7,1.0,0.25,0.83333,0.0,0.75,0.428584,0.620249,0.015384,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.010957,0
0.85714,0.28571,0.66667,0.5,0.3,1,1,0.8,0.66667,0.75,1.0,0.0,1.0,0.428584,0.696201,0.015384,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.010957,1
1.0,0.28571,0.66667,0.7,0.0,1,1,0.7,0.5,0.5,1.0,0.0,0.75,0.142858,0.316462,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.011023,1
0.71429,0.28571,0.0,0.6,0.8,0,1,0.9,0.5,0.25,1.0,0.0,1.0,0.428584,0.379744,0.015384,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011023,0
1.0,0.0,1.0,0.5,0.0,1,1,0.4,0.83333,1.0,0.5,0.0,1.0,0.285717,0.341768,0.046153,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.011089,1
1.0,0.42857,0.0,0.6,0.0,1,0,1.0,0.83333,0.5,0.0,0.0,1.0,0.142858,0.177216,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011089,0
0.57143,0.28571,0.0,1.0,1.0,1,1,0.7,0.66667,0.25,0.0,0.0,0.25,0.428584,0.683543,0.0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.011089,0
0.57143,0.14286,0.33333,0.5,0.5,1,1,0.8,1.0,0.25,0.0,0.0,1.0,0.428584,0.670884,0.0,0.66667,1,0,0,0,0,0,0,0,0,0,0,0,0,0.011155,0
1.0,0.0,0.66667,0.6,0.5,1,1,0.7,0.83333,0.25,1.0,0.0,0.0,0.428584,0.822789,0.015384,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011155,1
1.0,0.14286,0.66667,0.6,0.5,0,1,0.8,0.66667,0.25,0.66667,0.0,0.0,0.142858,0.873424,0.0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011155,1
0.42857,0.28571,0.33333,0.5,0.6,0,1,0.8,1.0,0.25,1.0,0.0,1.0,0.285717,0.569626,0.0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011221,0
0.42857,0.28571,0.0,0.1,0.3,1,1,0.7,0.16667,0.25,1.0,0.0,1.0,0.0,0.481014,0.076922,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011221,0
1.0,0.14286,0.0,0.3,0.0,0,1,0.7,0.66667,0.25,0.0,0.0,0.75,0.428584,0.658225,0.015384,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.011221,0
0.71429,0.28571,0.33333,0.2,0.6,1,0,0.8,0.5,0.5,1.0,0.0,1.0,0.571446,0.670884,0.015384,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.011221,0
0.57143,0.28571,1.0,0.5,0.1,0,1,0.9,0.66667,0.75,0.0,0.0,0.75,0.285717,0.303803,0.0,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.011288,1
0.71429,0.0,0.66667,0.7,0.6,1,1,0.6,0.66667,0.0,0.83333,0.0,0.0,0.428584,0.721519,0.0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011354,1
1.0,0.0,0.66667,0.3,0.2,1,1,0.7,0.66667,0.0,1.0,0.0,1.0,0.285717,0.911389,0.030769,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.012245,1
0.85714,0.57143,0.0,0.9,0.6,1,1,0.8,0.83333,0.0,0.83333,0.0,0.0,0.428584,0.721519,0.0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012608,0
0.42857,0.28571,0.33333,0.6,0.7,1,1,0.3,0.66667,0.25,0.0,0.0,0.75,0.142858,0.291144,0.015384,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.012872,0
0.42857,0.28571,0.33333,0.5,0.7,0,1,0.9,0.83333,0.5,1.0,0.0,1.0,0.428584,0.860765,0.030769,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.013697,0
0.85714,0.0,0.33333,0.8,0.8,0,1,0.7,1.0,0.5,0.16667,0.0,1.0,0.428584,0.873424,0.030769,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.013697,0
0.42857,0.14286,0.33333,0.2,0.2,1,1,0.8,0.66667,0.25,0.83333,0.0,0.75,0.428584,0.784813,0.015384,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.013763,0
0.28571,0.0,0.33333,0.5,0.5,1,1,0.7,0.66667,0.5,1.0,0.0,0.0,0.857139,0.645566,0.0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.014159,0
0.57143,0.28571,0.66667,0.1,0.0,0,1,0.9,1.0,0.25,1.0,0.0,1.0,0.142858,0.696201,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01703,1
0.14286,0.14286,0.0,0.4,0.5,0,0,0.8,0.83333,0.5,1.0,1.0,1.0,0.285717,0.658225,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.018218,0
0.85714,0.14286,1.0,0.5,0.5,1,1,0.8,0.16667,0.25,0.83333,0.0,0.75,0.428584,0.379744,0.015384,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.018218,1
0.85714,0.28571,0.0,0.5,0.9,1,1,0.8,0.83333,0.25,0.0,0.0,1.0,0.142858,0.341768,0.015384,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.018284,0
0.42857,0.0,0.0,0.4,0.6,1,1,0.5,0.83333,0.25,0.0,0.0,1.0,0.0,0.51899,0.076922,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.018614,0
0.71429,0.28571,0.0,0.5,0.4,0,1,0.8,0.66667,0.0,0.33333,0.0,1.0,0.571446,0.443038,0.030769,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018614,0
0.28571,0.28571,0.33333,0.4,0.6,0,0,0.7,0.5,0.25,0.5,0.0,1.0,0.0,0.468355,0.076922,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01868,0
0.14286,0.14286,0.33333,0.5,0.5,1,1,1.0,1.0,0.0,0.0,0.0,1.0,0.285717,0.582284,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.01868,0
0.85714,0.28571,0.33333,0.2,0.4,0,1,0.8,0.66667,0.25,1.0,0.0,1.0,0.285717,0.481014,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.018746,0
1.0,0.0,1.0,0.8,0.2,0,1,0.5,0.66667,0.5,0.0,0.0,0.75,0.285717,0.721519,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.018813,1
1.0,0.28571,0.66667,0.6,1.0,1,1,0.8,1.0,0.25,0.66667,0.0,1.0,0.571446,0.911389,0.046153,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.018846,1
0.57143,0.0,1.0,0.5,0.3,1,1,1.0,0.83333,0.5,1.0,0.0,1.0,0.142858,0.784813,0.015384,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.018912,1
0.71429,0.14286,0.66667,0.5,0.4,1,1,0.5,0.66667,0.25,1.0,0.0,1.0,0.285717,0.822789,0.015384,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.018912,1
0.71429,0.28571,0.66667,0.4,0.4,1,1,1.0,0.5,0.25,0.16667,0.0,1.0,0.142858,0.240509,0.046153,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.019869,1
0.0,0.14286,0.33333,0.5,0.6,0,1,0.7,0.66667,0.25,1.0,0.0,1.0,0.285717,0.493673,0.046153,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.020133,0
0.0,0.28571,0.33333,0.5,0.6,0,1,0.8,0.0,0.5,1.0,0.0,1.0,0.285717,0.531649,0.015384,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.020265,0
0.57143,0.0,0.33333,0.8,0.8,0,1,1.0,0.66667,0.0,0.5,0.0,1.0,0.142858,0.81013,0.0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.020397,0
0.28571,0.14286,0.33333,0.8,0.9,1,1,0.9,0.66667,0.25,0.0,0.0,0.75,0.714307,0.620249,0.030769,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.020397,0
0.57143,0.28571,0.0,0.2,0.0,1,0,1.0,0.83333,0.5,1.0,0.0,1.0,0.428584,0.645566,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020463,0
0.85714,0.14286,0.33333,0.8,0.5,0,1,0.9,0.66667,0.25,0.83333,0.0,1.0,0.285717,0.898742,0.030769,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.020463,0
0.42857,0.0,0.33333,0.6,0.7,0,1,0.9,0.66667,0.25,1.0,0.0,1.0,0.285717,0.784813,0.0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020529,0
0.42857,0.14286,1.0,0.5,0.3,1,1,0.8,1.0,0.25,0.83333,0.0,0.5,0.0,0.911389,0.076922,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.020595,1
0.14286,0.28571,0.33333,0.3,0.6,0,1,0.9,0.83333,0.25,0.16667,0.0,0.75,0.285717,0.797472,0.015384,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020595,0
1.0,0.14286,0.33333,0.7,0.3,1,1,0.3,0.83333,0.75,1.0,0.0,0.0,0.0,0.582284,0.076922,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.021354,0
0.0,0.0,1.0,0.6,0.7,1,1,0.7,0.66667,0.75,1.0,0.0,0.25,0.428584,0.962024,0.030769,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.021651,1
0.28571,0.14286,0.66667,0.8,0.7,0,1,0.8,0.83333,0.0,0.83333,0.0,1.0,0.142858,0.772154,0.0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.021717,1
0.28571,0.28571,0.33333,0.5,0.5,1,1,1.0,0.83333,0.0,0.0,0.0,0.5,0.428584,0.721519,0.0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.021717,0
0.71429,0.42857,0.0,0.6,0.5,0,0,0.8,0.83333,0.25,0.83333,0.0,1.0,0.142858,0.594943,0.046153,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021849,0
0.85714,0.14286,0.33333,0.5,0.2,1,0,0.5,0.16667,0.5,1.0,0.0,1.0,0.285717,0.455697,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021849,0
1.0,0.14286,1.0,0.5,0.8,0,1,0.8,1.0,0.5,1.0,0.0,0.25,0.571446,0.848107,0.030769,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.021915,1
1.0,0.42857,1.0,0.0,0.0,1,1,0.5,0.83333,0.25,0.0,0.0,0.25,0.571446,0.70886,0.0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.021915,1
1.0,0.28571,0.66667,0.3,0.8,1,1,0.9,0.16667,0.5,0.33333,0.0,1.0,0.285717,0.835448,0.030769,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.021981,1
1.0,0.14286,0.66667,0.2,0.2,0,1,0.3,1.0,1.0,1.0,0.0,1.0,0.285717,0.455697,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.021981,1
0.42857,0.14286,0.66667,0.5,0.5,0,1,0.9,0.5,0.5,0.0,0.0,0.75,0.142858,0.784813,0.046153,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.021981,1
0.28571,0.28571,0.0,0.3,0.3,0,1,0.8,0.16667,0.25,0.33333,0.0,1.0,1.0,0.607602,0.015384,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.021981,0
1.0,0.28571,0.33333,0.2,0.5,1,0,0.5,0.5,0.25,1.0,0.0,1.0,0.142858,0.734178,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.022047,0
0.71429,0.0,1.0,0.5,0.7,1,1,1.0,0.5,0.0,1.0,0.0,1.0,0.142858,0.696201,0.0,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.022938,1
1.0,0.71429,0.0,0.5,0.5,1,1,0.7,0.83333,0.5,0.66667,0.0,1.0,0.142858,0.379744,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.023202,0
0.57143,0.57143,0.66667,0.8,0.8,1,1,0.8,0.66667,0.5,0.16667,0.0,0.5,0.428584,0.746836,0.015384,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.023334,1
0.14286,0.14286,0.66667,0.5,0.6,1,1,0.7,0.5,0.25,1.0,0.0,1.0,0.428584,0.784813,0.030769,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.023367,1
0.85714,0.28571,0.33333,0.5,0.5,0,1,0.8,1.0,0.25,1.0,0.0,1.0,0.142858,0.582284,0.015384,0.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02439,0
0.85714,0.14286,0.66667,0.0,0.0,1,1,0.8,0.16667,0.0,1.0,0.0,1.0,0.428584,0.734178,0.015384,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.02472,1
1.0,0.28571,0.66667,0.8,0.5,1,1,0.9,0.83333,0.25,0.33333,0.0,0.5,0.857139,0.898742,0.046153,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.024786,1
0.0,0.0,0.33333,0.3,0.5,1,1,0.9,0.66667,0.0,0.83333,0.0,1.0,0.142858,0.835448,0.0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024918,0
0.14286,0.0,0.33333,0.2,0.3,0,0,0.7,1.0,0.5,1.0,0.0,0.75,0.285717,0.632908,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.02505,0
0.28571,0.0,1.0,0.7,0.6,1,1,1.0,1.0,0.0,1.0,0.0,0.25,0.142858,0.822789,0.0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026007,1
1.0,0.28571,0.33333,0.6,0.5,1,1,0.5,1.0,0.25,1.0,0.0,0.0,0.428584,0.658225,0.015384,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.026007,0
0.85714,0.0,1.0,0.6,0.6,1,1,0.5,0.66667,0.5,0.83333,0.0,0.5,0.142858,0.886083,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.026106,1
0.0,0.14286,1.0,0.0,0.7,0,1,1.0,0.66667,0.0,1.0,0.0,0.5,0.428584,0.582284,0.015384,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02779,1
0.28571,0.28571,0.66667,0.5,0.8,1,1,0.0,1.0,0.75,0.0,0.0,0.0,0.142858,0.822789,0.015384,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.027955,1
0.14286,0.28571,0.33333,0.5,0.5,0,1,0.6,0.33333,0.5,0.0,0.0,0.5,0.285717,0.746836,0.030769,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.028021,0
0.28571,0.28571,0.33333,0.5,0.7,0,1,0.7,0.33333,0.25,1.0,0.0,1.0,0.142858,0.860765,0.0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.028021,0
0.0,0.0,0.66667,0.5,0.4,1,1,1.0,0.83333,0.25,0.83333,0.0,0.75,0.285717,0.784813,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.028087,1
0.28571,0.57143,0.0,0.5,0.5,0,1,1.0,0.33333,0.25,1.0,0.0,1.0,0.571446,0.582284,0.0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028087,0
0.42857,0.42857,1.0,0.6,0.7,1,1,0.5,0.83333,0.5,1.0,0.0,0.5,0.285717,0.746836,0.0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.028087,1
0.85714,0.0,0.0,0.0,0.0,1,1,0.8,0.83333,0.0,1.0,0.0,1.0,0.0,0.696201,0.076922,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028087,0
0.71429,0.28571,0.66667,0.3,0.2,1,1,0.8,0.33333,0.25,1.0,0.0,1.0,0.142858,0.70886,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028153,1
0.0,0.28571,0.66667,0.8,0.5,0,0,0.9,1.0,0.5,0.0,0.0,1.0,0.285717,0.632908,0.030769,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.028219,1
0.71429,0.28571,0.33333,0.4,0.5,0,0,0.5,1.0,0.75,1.0,0.0,1.0,0.285717,0.569626,0.015384,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.029506,0
0.28571,0.14286,0.33333,0.4,0.5,0,1,0.9,0.66667,0.0,1.0,0.0,1.0,0.571446,0.51899,0.0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.029506,0
1.0,0.14286,0.33333,0.3,0.3,0,1,0.5,0.66667,0.25,0.83333,0.0,0.75,0.285717,0.721519,0.030769,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.029572,0
1.0,0.14286,1.0,0.5,0.5,1,1,0.9,0.83333,0.25,1.0,0.0,1.0,0.285717,0.898742,0.030769,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.029638,1
1.0,0.14286,0.66667,0.5,0.7,0,1,0.9,1.0,0.25,1.0,0.0,0.75,0.571446,0.696201,0.0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030562,1
