@relation luxembourg-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 {0,1}
@attribute att7 {0,1}
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 {0,1}
@attribute att19 {0,1}
@attribute att20 {0,1}
@attribute att21 {0,1}
@attribute att22 {0,1}
@attribute att23 {0,1}
@attribute att24 {0,1}
@attribute att25 {0,1}
@attribute att26 {0,1}
@attribute att27 {0,1}
@attribute att28 {0,1}
@attribute att29 {0,1}
@attribute att30 {0,1}
@attribute att31 numeric
@attribute class {0,1}

@data
0.85714,0.28571,0.66667,0.5,1.0,0,1,0.9,0.66667,0.5,0.83333,0.0,1.0,0.285717,0.265827,0.015384,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.048846,1
0.71429,0.28571,0.33333,0.2,0.4,1,1,0.8,0.83333,0.0,0.83333,0.0,0.75,0.285717,0.430379,0.0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.048846,0
0.85714,0.14286,1.0,0.4,0.7,0,1,0.9,0.5,0.25,1.0,0.0,1.0,0.142858,0.531649,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.048913,1
0.71429,0.14286,0.66667,0.3,0.6,1,1,0.7,1.0,0.25,0.83333,0.0,1.0,0.285717,0.822789,0.030769,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048913,1
1.0,0.0,1.0,0.0,0.0,0,1,0.0,0.66667,0.75,1.0,0.0,0.5,0.285717,0.569626,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.049177,1
0.85714,0.28571,0.66667,0.9,0.6,1,1,0.9,0.66667,0.5,0.83333,0.0,1.0,0.142858,0.354427,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.049177,1
0.57143,0.42857,0.0,0.0,0.2,0,1,1.0,1.0,0.5,1.0,0.0,0.75,0.142858,0.506332,0.0,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.049243,0
0.42857,0.14286,0.66667,0.6,0.8,0,1,0.7,0.66667,0.75,0.66667,0.0,1.0,0.428584,0.911389,0.030769,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049309,1
0.57143,0.14286,1.0,0.2,0.5,1,1,1.0,0.66667,0.25,1.0,0.0,1.0,0.285717,0.898742,0.015384,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.049408,1
0.85714,0.28571,0.0,0.3,0.2,1,1,1.0,0.5,0.25,0.0,0.0,0.5,0.285717,0.569626,0.123077,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.049408,0
0.42857,0.14286,0.33333,0.2,0.2,0,1,0.9,0.83333,0.5,1.0,0.0,1.0,0.285717,0.848107,0.030769,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.049408,0
0.85714,0.28571,0.0,0.5,0.5,1,0,0.9,0.83333,0.75,0.0,0.0,1.0,0.285717,0.405062,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.049474,0
0.57143,0.28571,0.33333,0.3,0.1,0,1,1.0,0.83333,0.25,1.0,0.0,0.75,0.428584,0.772154,0.015384,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049474,0
0.42857,0.14286,0.33333,0.7,0.7,0,1,1.0,0.83333,0.25,1.0,0.0,0.0,0.285717,0.683543,0.0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050365,0
1.0,0.42857,0.66667,0.5,0.1,1,1,0.4,1.0,0.0,1.0,0.0,0.0,0.142858,0.898742,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.050365,1
1.0,0.28571,0.33333,0.1,0.1,1,0,1.0,0.66667,0.25,0.0,0.0,1.0,0.142858,0.354427,0.046153,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.050761,0
1.0,0.0,0.33333,0.5,0.5,1,1,0.7,0.66667,0.5,1.0,0.0,1.0,0.428584,0.835448,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.050827,0
0.85714,0.42857,0.33333,0.9,1.0,1,1,1.0,1.0,0.0,1.0,0.0,0.5,0.142858,0.924047,0.030769,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.050827,0
0.28571,0.14286,0.66667,0.7,0.5,1,1,1.0,1.0,0.5,1.0,0.0,1.0,0.285717,0.860765,0.030769,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050893,1
0.71429,0.14286,0.0,0.0,0.1,1,1,0.5,0.16667,0.75,0.0,0.0,1.0,0.428584,0.556967,0.015384,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.050893,0
0.42857,0.14286,0.33333,0.6,0.8,1,1,0.8,0.33333,0.5,0.66667,0.0,0.75,0.428584,0.620249,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050959,0
0.85714,1.0,0.66667,0.4,0.2,1,1,0.7,0.5,0.25,0.0,0.0,0.75,0.285717,0.658225,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.051025,1
0.85714,0.0,0.66667,0.7,0.8,0,1,0.9,0.5,0.25,1.0,0.0,1.0,0.142858,0.696201,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051025,1
0.57143,0.28571,0.0,0.4,0.2,0,0,0.8,1.0,0.0,0.83333,0.0,1.0,0.428584,0.784813,0.0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051091,0
0.28571,0.28571,0.66667,0.5,0.5,1,1,0.5,0.33333,0.25,1.0,0.0,1.0,0.714307,0.582284,0.030769,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051982,1
0.14286,0.28571,0.66667,0.6,0.5,0,1,0.9,0.5,0.0,0.16667,0.0,0.25,0.571446,0.746836,0.0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.051982,1
1.0,0.14286,0.66667,0.5,0.5,1,1,0.5,0.83333,0.25,1.0,0.0,0.0,0.285717,0.835448,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052345,1
1.0,0.14286,0.33333,0.3,0.3,1,1,0.6,0.83333,0.25,1.0,0.0,0.5,0.571446,0.772154,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.052345,0
0.85714,0.0,1.0,0.9,0.8,1,1,0.9,0.83333,0.0,0.33333,0.0,0.75,0.571446,0.329109,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.052477,1
0.28571,0.14286,0.33333,0.4,0.8,0,1,0.8,0.33333,0.5,1.0,0.0,1.0,0.285717,0.658225,0.0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.052543,0
0.0,0.14286,1.0,0.5,0.0,1,1,0.3,1.0,0.0,0.0,0.0,0.5,0.285717,0.772154,0.015384,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.052543,1
0.71429,0.28571,0.33333,0.5,0.5,1,1,0.8,0.33333,0.25,1.0,0.0,1.0,0.428584,0.443038,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053434,0
0.42857,0.42857,0.33333,0.6,0.3,1,1,0.8,0.83333,0.0,0.83333,0.0,1.0,0.428584,0.746836,0.0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0535,0
0.71429,0.42857,0.66667,0.5,0.5,1,1,0.8,0.83333,0.25,1.0,0.0,1.0,0.285717,0.51899,0.0,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.053764,1
0.14286,0.85714,0.33333,0.4,0.3,0,1,1.0,1.0,0.25,0.0,0.0,0.0,0.285717,0.784813,0.0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053995,0
1.0,0.28571,0.0,0.0,0.2,0,1,1.0,0.16667,0.25,1.0,0.0,1.0,0.142858,0.329109,0.0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054061,0
0.28571,0.0,1.0,1.0,1.0,1,1,0.5,1.0,0.25,1.0,0.0,0.5,0.0,0.696201,0.076922,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.054127,1
0.28571,0.42857,0.0,0.5,0.5,0,1,1.0,0.83333,0.0,0.0,0.0,1.0,0.285717,0.696201,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054952,0
0.85714,0.14286,0.66667,0.8,0.5,1,1,0.8,0.83333,0.5,1.0,0.0,1.0,0.428584,0.443038,0.0,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.055018,1
1.0,0.14286,0.66667,0.5,0.5,1,1,0.8,0.5,0.5,1.0,0.0,1.0,0.142858,0.443038,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.055084,1
0.28571,0.42857,0.33333,0.5,0.5,1,1,1.0,0.33333,0.25,1.0,0.0,0.75,0.428584,0.468355,0.0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055348,0
0.28571,0.14286,1.0,0.8,0.8,1,1,0.6,0.66667,0.0,1.0,0.0,0.0,0.142858,0.759495,0.123077,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055414,1
0.57143,0.28571,0.66667,0.3,0.6,1,1,1.0,0.16667,0.5,0.16667,0.0,1.0,0.0,0.202533,0.076922,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.055546,1
0.85714,0.28571,0.0,0.1,0.8,1,1,0.8,1.0,0.25,1.0,0.0,1.0,0.0,0.367085,0.076922,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.055546,0
0.71429,0.14286,1.0,0.3,0.3,1,1,1.0,0.16667,0.5,0.83333,0.0,1.0,0.0,0.075946,0.076922,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.055612,1
1.0,0.0,1.0,0.5,0.5,1,1,1.0,1.0,0.0,0.5,0.0,1.0,0.571446,0.696201,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.055612,1
1.0,0.14286,0.66667,0.5,0.5,1,1,0.8,0.66667,0.5,1.0,0.0,1.0,0.142858,0.594943,0.0,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.05657,1
0.85714,0.42857,0.33333,0.7,0.6,1,1,1.0,0.83333,0.25,0.0,0.0,1.0,0.428584,0.468355,0.046153,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.056603,0
0.57143,0.28571,0.66667,0.2,0.0,0,1,0.4,0.66667,0.0,1.0,0.0,1.0,0.428584,0.683543,0.0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.056999,1
0.28571,0.28571,0.66667,0.7,0.7,1,1,0.9,0.66667,0.25,0.83333,0.0,0.5,0.428584,0.620249,0.0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058088,1
0.57143,1.0,0.33333,0.6,0.5,1,0,1.0,0.83333,0.25,0.0,0.0,1.0,0.142858,0.278486,0.0,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.05987,0
0.85714,0.14286,0.33333,0.3,0.3,0,0,0.9,0.83333,0.0,1.0,0.0,1.0,0.285717,0.696201,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.060134,0
0.0,0.0,1.0,0.6,0.6,1,1,0.7,0.83333,0.25,1.0,0.0,0.5,0.428584,0.936706,0.030769,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.060134,1
0.71429,0.14286,0.66667,0.7,0.7,0,1,0.8,0.5,0.25,0.16667,0.0,0.5,0.428584,0.822789,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.060134,1
0.42857,0.42857,0.0,0.2,1.0,1,1,1.0,0.66667,0.5,0.0,0.0,0.25,0.285717,0.227851,0.046153,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.060134,0
0.85714,0.28571,0.0,0.3,0.0,1,1,0.7,0.5,0.25,1.0,0.0,1.0,0.142858,0.41772,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060134,0
0.85714,0.14286,0.33333,0.7,0.5,1,1,0.5,0.5,0.25,0.0,0.0,0.75,0.428584,0.405062,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.060167,0
0.71429,0.14286,0.33333,0.8,0.4,1,1,0.8,1.0,0.5,0.0,0.0,1.0,0.285717,0.949365,0.030769,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.060167,0
0.71429,0.14286,0.66667,0.8,0.4,1,1,0.9,0.5,0.25,0.16667,0.0,1.0,0.285717,0.746836,0.015384,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.060167,1
0.57143,0.28571,0.33333,0.8,0.5,1,1,0.7,0.33333,0.25,1.0,0.0,1.0,0.285717,0.468355,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060167,0
0.85714,0.0,0.66667,0.0,0.5,1,1,0.8,0.83333,0.25,1.0,0.0,0.75,0.428584,0.430379,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.060233,1
1.0,0.28571,0.66667,0.7,0.7,0,1,0.4,0.5,0.5,1.0,0.0,0.25,0.0,0.81013,0.076922,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061091,1
0.85714,0.14286,0.66667,0.4,0.0,1,1,0.5,0.66667,0.5,0.0,0.0,0.75,0.428584,0.582284,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.061091,1
1.0,0.28571,0.33333,0.4,0.7,0,1,0.8,0.33333,0.25,1.0,0.0,1.0,0.142858,0.316462,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.061124,0
0.28571,0.0,0.66667,1.0,1.0,1,0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.607602,0.076922,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.061124,1
0.0,0.0,1.0,0.4,0.5,1,1,1.0,0.66667,0.0,1.0,0.0,0.25,0.428584,0.658225,0.015384,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06119,1
0.71429,0.42857,0.33333,0.5,0.2,0,1,0.8,1.0,0.25,0.33333,0.0,1.0,0.571446,0.367085,0.0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06119,0
0.85714,0.28571,1.0,1.0,1.0,1,1,1.0,1.0,0.25,0.0,0.0,0.75,1.0,0.607602,0.046153,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.061454,1
1.0,0.14286,0.66667,0.5,0.5,1,1,0.5,0.5,0.0,0.0,0.0,1.0,0.428584,0.759495,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06152,1
1.0,0.14286,0.66667,0.2,0.2,1,1,0.2,0.16667,1.0,1.0,0.0,0.5,0.142858,0.316462,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.061586,1
0.85714,0.0,0.33333,0.1,0.2,1,1,0.0,0.16667,0.75,1.0,0.0,1.0,0.0,0.658225,0.076922,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.061652,0
0.85714,1.0,0.33333,0.6,0.6,1,1,0.8,0.83333,0.0,1.0,0.0,1.0,0.285717,0.898742,0.030769,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.061718,0
0.85714,0.28571,0.33333,0.8,1.0,1,1,0.4,0.5,0.0,1.0,0.0,1.0,0.0,0.455697,0.076922,0.66667,1,0,0,0,0,0,0,0,0,0,0,0,0,0.061718,0
1.0,1.0,0.33333,0.0,0.2,0,0,1.0,0.66667,0.5,1.0,0.0,1.0,0.571446,0.493673,0.030769,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062609,0
0.28571,0.28571,0.33333,0.7,0.7,0,1,0.8,0.66667,0.5,1.0,0.0,1.0,0.142858,0.924047,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.062906,0
1.0,0.14286,0.66667,0.5,0.5,1,1,0.8,1.0,0.25,0.83333,0.0,1.0,0.142858,0.835448,0.0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062906,1
1.0,1.0,0.33333,0.5,0.5,0,1,1.0,0.5,0.25,1.0,0.0,1.0,0.285717,0.41772,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.062906,0
0.14286,0.14286,0.33333,0.8,0.8,1,1,0.8,0.83333,0.5,0.0,0.0,0.75,0.285717,0.240509,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.063038,0
0.28571,0.28571,0.0,0.8,0.8,0,0,1.0,1.0,0.25,1.0,0.0,1.0,0.285717,0.443038,0.0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.063104,0
0.85714,0.14286,0.33333,0.7,0.7,1,1,0.7,0.5,0.5,0.83333,0.0,0.25,0.428584,0.734178,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.06317,0
0.85714,0.28571,0.33333,0.5,0.7,0,1,0.9,0.83333,0.25,1.0,0.0,1.0,0.714307,0.645566,0.015384,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06317,0
0.28571,0.14286,0.66667,0.6,0.5,1,1,0.5,0.66667,0.5,1.0,0.0,1.0,0.428584,0.962024,0.030769,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.063236,1
0.42857,0.14286,0.33333,0.6,0.4,1,1,0.9,0.83333,0.25,1.0,0.0,1.0,0.0,0.822789,0.076922,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063236,0
1.0,0.14286,0.66667,0.6,0.6,1,1,0.9,0.66667,0.0,0.83333,0.0,0.5,0.285717,0.911389,0.015384,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.063236,1
0.14286,0.28571,0.66667,0.8,0.9,1,1,0.6,1.0,0.5,0.33333,0.0,0.5,0.428584,0.759495,0.015384,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.064128,1
0.0,0.42857,0.33333,0.5,0.6,1,1,0.7,0.83333,0.0,1.0,0.0,0.75,0.285717,0.734178,0.0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064194,0
0.57143,0.28571,0.33333,0.9,0.9,1,1,0.5,0.83333,0.5,0.0,0.0,1.0,0.142858,0.379744,0.030769,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.064458,0
0.42857,0.28571,0.33333,0.9,0.5,1,1,0.9,1.0,0.25,0.5,0.0,0.5,0.571446,0.658225,0.0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06459,0
0.14286,0.0,0.66667,0.5,0.5,1,1,1.0,0.33333,0.5,0.0,0.0,0.5,0.428584,0.594943,0.015384,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.064755,1
0.71429,0.0,1.0,0.4,0.4,1,1,0.6,0.5,0.5,1.0,0.0,1.0,0.285717,0.822789,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.064755,1
0.42857,0.28571,0.33333,0.7,1.0,1,1,0.7,0.83333,0.5,0.0,0.0,0.25,0.142858,0.822789,0.061538,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06558,0
1.0,0.0,0.66667,0.5,0.8,1,1,0.8,0.16667,0.5,0.0,0.0,0.75,0.142858,0.202533,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065976,1
0.14286,0.28571,0.0,0.3,0.5,1,1,0.9,0.33333,0.5,0.16667,0.0,1.0,0.428584,0.392403,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066042,0
0.71429,0.14286,0.66667,0.5,0.5,1,1,1.0,0.33333,0.25,0.0,0.0,1.0,0.285717,0.772154,0.0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.066042,1
0.85714,0.28571,0.33333,0.5,0.5,0,1,0.8,0.83333,0.5,1.0,0.0,1.0,0.142858,0.455697,0.015384,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.066108,0
0.42857,0.0,0.0,0.7,0.8,0,1,0.8,0.83333,0.25,1.0,0.0,1.0,0.428584,0.531649,0.015384,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066108,0
1.0,1.0,0.66667,0.6,0.6,1,1,0.8,0.66667,0.25,1.0,0.0,1.0,0.428584,0.746836,0.046153,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.066174,1
0.85714,0.28571,0.66667,0.6,0.5,1,1,0.5,0.83333,0.25,0.16667,0.0,1.0,0.571446,0.962024,0.030769,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.066174,1
1.0,0.14286,1.0,0.5,0.5,1,1,0.7,1.0,0.25,1.0,0.0,1.0,0.428584,1.0,0.030769,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.066174,1
0.85714,0.14286,0.33333,0.8,0.5,1,1,0.6,0.83333,0.25,0.83333,0.0,0.0,0.0,0.772154,0.076922,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06624,0
0.57143,0.14286,0.0,0.8,0.8,0,1,0.8,0.83333,0.5,1.0,0.0,1.0,0.571446,0.949365,0.046153,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.06624,0
0.71429,0.14286,0.66667,0.7,0.6,0,1,0.8,0.33333,0.0,0.66667,0.0,0.75,0.285717,0.582284,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066306,1
0.71429,0.57143,0.0,0.7,0.3,0,1,0.9,0.66667,0.25,1.0,0.0,1.0,0.571446,0.658225,0.0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.067197,0
0.28571,0.14286,0.0,0.5,0.4,1,1,0.8,0.5,0.25,0.83333,0.0,1.0,0.142858,0.556967,0.030769,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067263,0
0.14286,0.14286,0.33333,0.7,0.9,1,1,1.0,0.16667,0.0,0.16667,0.0,1.0,0.428584,0.784813,0.0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067263,0
0.85714,0.28571,1.0,0.6,1.0,1,1,1.0,0.83333,0.0,1.0,0.0,1.0,0.571446,0.772154,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067329,1
0.42857,0.28571,0.33333,0.3,0.2,0,1,0.9,0.66667,0.0,0.66667,0.0,1.0,0.428584,0.632908,0.0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067329,0
